v1,v2
ham,ok na po. nadeliver na po ng rider ang parcel ninyo with tid NLPHST0021889640. maraming salamat
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV & MORE + 2 GB for 7 days with GIGA VIDEO 99."
spam,Dear applicant you are selected as Part/Full-time staff. Now you can work from home and earn 8000 Peso daily. please click https://bit.ly/3hgtJCY
ham,"You have sent PHP 256.00 to SO***A BE*******E L. 09954336054 on 10-22-
 2022 12:22 PM. Your new balance is PHP 0.00. Ref. No. 4006417765938."
spam,"YOU RECEIVED MY MESSAGE MY DEAR,PLEASE  LET ME KNOW IN
sophiaviIIanueva52@hotmaiI.com VERY URGENT."
ham,"Your payment of P334.96 to VALVE CORPORATION has been successfully processed on 01-31-22 08:31:25 PM.
 Ref. No. 510205757"
ham,Congratulations! Your load transaction with Ref. No. 316471367 earned a scratch card entry! Click this link https://www.Load2Win.com and get a chance to win up to 100% your purchase! Keep buying load to earn more entries!
spam,[LUCK9] Enjoy 50% cash in bonus. Claim now. https://luck9.us/JG3O3
ham,G-451475 is your Google verification code.
ham,Salamats
ham,"You have sent PHP 300.00 of GCash to ROLAND JASON RODRIGO 09777742984 on 04-06-2022 07:12
 AM. Your new balance is PHP 326.01. Ref. No. 5004090486236"
ham,"mommy baka po may dumating na parcel ngayon, nasa taas po ng piano yung pangbayad. Thank you po"
ham,Yung gardenia na green 0.0
spam,Nagbibigay ako sa mga baguhan ng gabay sa online trading!/WhatsApp1 +639851908573 WhatsApp2 +639817102187
ham,"https://bit.ly/Pac-Ugas and use the code PAC02A4AED3C upon checkout. Data charges may apply. Per DTI Fair Trade Permit No. FTEB-124918, series of 2021. No advisories? Text NOPAC to 225687 for Globe/TM."
ham,Enloooo wer u na? 0.0
ham,"Want your trip to be memorable without breaking the budget? We gotchu! Get P100 off KKday packages for a minimum spend of P1,500 with no Rewards points required. Redeem this offer via the New GlobeOne app at glbe.co/NewGlobeONE. Per DTI Fair Trade Permit No. FTEB-145943 Series of 2022"
ham,"You have paid P50.00 of GCash to purchase Giga Video 50 for 09280536997 on 03-13-22 03:58 PM.
 Your GCash balance is P364.72. Ref. No. 343724954."
ham,"Awesome! You can now enjoy 100 MB FB EVERY DAY + 150 MB + 20 Trinet
 Mins + Unli Allnet Texts for 1 day with AOS 20."
ham,"You have paid P50.00 of GCash to purchase Giga Video 50 for 09280536997 on 06-26-22 04:54 AM.
 Your GCash balance is P23.73. Ref. No. 329234147."
ham,Get the BEST and EXCLUSIVE promos in the GigaLife App! Make sure you have the latest version for a faster and more secure experience! smrt.ph/GigaLifeApp
ham,2/2 to an international number. You may report suspicious calls or messages. Just call *888 for free using your SMART number. Thank you and take care!
ham,14Jul02:34 AM Regular Load: P46.00 Exp: 14Jul2023 02:29AM
ham,"You have received PHP 250.00 of GCash from TI****Y AR***D J.
 09760794349 w/ MSG: . Your new balance is PHP 250.00. Ref. No. 1006349614196."
ham,"NDRRMC: (5:15PM, 22Jul21) Orange
 Rainfall Warning sa Batangas, Cavite, Laguna, at Rizal. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa."
ham,"You have sent PHP 280.00 of GCash to VINCE ROLAND UBALDO 09391190556 on 01-12-2022 06:05
 PM. Your new balance is PHP 3568.13. Ref. No. 5003219791396"
ham,Memories follow you left and right ba? Then it's time to dance your feelings out on TikTok with 500MB data valid for 1 day for just 6 Rewards points. Use your 9 points as of July 31 to redeem SURF500MB. Dial *143# or at glbe.co/NEWGlobeONE
ham,"mami may load po ba kayo sa smart, ngayon nga po pala expiration ng load ko po"
ham,"Your employment CV sent to the POEA has been approved, Click for Details: https://bit.ly/3x6ss92. and you can get 4368/day."
ham,Asan ka naaaaaaaaaa
ham,"Get affordable calls and texts for your emergency needs! You can borrow 2 mins of calls and 2 texts to Globe/TM, valid for 1 day, for just P6 by texting COMBOSOS to 3733. On your next reload, add P6 (P5 and P1 service fee) to pay for this loan."
ham,"1/2 26-Mar 13:28: P50 loaded to 09289222475 for 1 year.
 Ref:9CQ3S39TVX. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,"It's not too late to claim your FREEBIE of 350MB for surfing valid for 3 days. Simply load a total of P15 by 03/01/21. Share-A-Load not included. If you've already claimed your freebie, please disregard this message. REF#: DGR64"
ham,5% CASHBACK awaits when you buy a total of P500 Smart load on Maya. Unlimited redemptions just for you this month! Learn more: maya.ph/unli5for500 DTI156776
ham,"1/2 HUWAG MANIWALA SA TEXT NA NAGLALAMAN NG PAGHIKAYAT O PAGSALI SA ANUMANG LARO O NAG-AALOK NG PANALO, PABUYA O PERA."
ham,"Your payment of P500.00 to Google has been successfully processed on 02-11-21 01:31:17 PM. Ref. No.
 301382005 Tap
 https://gcashapp.page.link/KbWv to check if you can enable GCredit, your always-ready credit line, as backup for your future online payments with GCash."
ham,Your Shareable Data has expired. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,Yes po!!!
ham,It's an #ExtraGDayEveryday cos you get DOUBLE the points from all your reloads from September 17 - 20! Load up to redeem more exciting rewards via glbe.co/NEWGlobeONE Per DTI Fair Trade Permit No.FTEB-151434 Series of 2022
ham,P100.00 prepaid credits was loaded to ur mobile# 09568301222. Trace No: 64882436 04/24/2021 07:09PM.
ham,Surf online with data that doesn’t die! #GLifeMoNaYan to get the best exclusive data offers on Gomo today! Tap GLife > Gomo to start! No advisories? Tap go.gcash.com/optout
ham,Hi! Berna san kayo nagmemeeting?
spam,"Congrats!You have won US$250,000.00 relief fund.For details and claim,contact this email: admin@uncrisisrelief.com quoting your REFERENCE NUMBER: UN/WA46/678427"
ham,"Dyan nlang kay uncle Sam nyo ibaba gamit ko mamya, sasakay ako taxi, text kita kung malapit na ako. Punta muna ako Kias."
spam,DERRYL NESSIE G.! Join now in W+ the most Popular ONLINE GAMING here in PHILIPPINES! and got the chance to win a lots of cash prizes. Click the link below to register! w8premyo.com/8888WIN
ham,Di pa ako tapos sorryyy
ham,Tas if pipiliin mo lang din d pa umuwi at least makipagusap ka na lang sa kanila kaysa na magtext ka sa akin .-.
ham,"You have paid P50.00 of GCash to purchase Go50 for Students for 09568301222 on 09-03-22 01:26 PM.
 Your GCash balance is P94.03. Ref. No. 387649053."
ham,"Hey, you got REGULAR LOAD P50 from +639178106243. Enjoy! Ref. No. 795F1BC30D91. Kailangan ng load? Bili na with Maya! Sign up ka lang, upgrade your account, and do your first transaction - may libre pang PHP60!
 Visit http://mayaph.co/join"
ham,"Hi MR BALIDOY! Thank you for your payment of PHP 2270.00 for Policy No. XXXXXX6605 on February 01, 2022.
 Your Official Receipt with OR # HO01220342 is now in your ePlan account at https://portal.philamlife.com/ePlan/phila
 m. For inquiries, call (02) 8528-2000 or PLDT toll-free 1-800-10-528-2000, M-F 8am-5pm except holidays."
ham,"Hi, this is your Angkas Biker Rionnel Umali. Kindly observe the following COVID safety protocols: - Wear FACEMASK. Sanitize your hands before and after riding. - If you have a preferred route, please instruct me before we leave. - For concerns, tap on my shoulder and I will slow down and stop for safety. I already sanitized your helmet after the last customer, but if you want me to redo it again, I will gladly do so. Thank you for choosing Angkas!"
ham,PayPal: Your security code is: 780473. It expires in 10 minutes. Don't share this code with anyone.
ham,"NEVER SHARE THIS TO ANYONE.
 Your OTP is 646828 for Fund Transfer amounting to PHP200.00. Ref No: 6771"
ham,"You've used up your mobile internet from your promo. Go for more with Go+99 and enjoy 8GB data for all sites PLUS a freebie of your choice: 8GB choice of apps, GoSAVE, or GoHEALTH. Go+99 also comes with unli allnet texts, valid for 7 days.
 Access the New GlobeOne app at https://glbe.co/NewGlobeONE to register."
ham,"Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham,"Your One-Time PIN (OTP) for LANDBANK Mobile Banking is 648146. For your account security, do not share this code with anyone."
spam,"CELINE SAGE P., Enjoy the thrill of the game! Fortune Lucky Wheel spin Win up to 1,888Php! Click here? duopromo5.com"
ham,"Good day maam/sir, Hi, this is JIO your Angkas Biker for the day. kindly observe the following Covid safety protocols: - Wear FACEMASK. Sanitize your hands before and after riding. - If you have a preferred route, pls instruct me before we leave. - For concerns, tap on my shoulder and i will slow down and stop for safety. We already sanitized your helmet after the last customer, but if you wish for us to redo it again, we will gladly do so Thank you for choosing Angkas! On my way"
ham,"188322 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,PayPal: Your security code is: 114911. It expires in 10 minutes. Don't share this code with anyone.
spam,"28Jun 13:47: Sorry, no loan offers currently available. To check and avail other loan services, dial *123#, go to Balance/Services > Smart Credit. "
ham,You don't have enough balance to complete your payment of P129.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
spam,magrehistro na ngayn  meron ka 100 %  /C.A.S.H/  back hangang 5OOO/P.H.P/ http://betting.pics/JsK W'l@N 100M WITH 24/7 C@S'H IN/OUT
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV & MORE + 1 GB + Unli Allnet Texts for 3 days with GIGA VIDEO 50."
ham,You don't have enough balance to complete your payment of P159.00 to Google. Use GCredit or Cash-In to increase your balance and try again.
ham,"Get P1,000 health insurance coverage for COVID-19 or P300 off your PureGo grocery and more for 10 Rewards points. For a limited time offer only!
 Download the New GlobeOne App at glbe.co/NewGlobeONE to redeem and enjoy more flash deals from Aug. 10- 12, 2021. Per DTI Fair Trade Permit No. FTEB-124400 Series of 2021."
ham,Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"Hi! We wish to inform you that loan services across all channels will be unavailable on March 9, 10 PM to March 10, 9 AM due to a system activity. For your convenience, we suggest to process your requests before the activity starts. Thank you for your understanding."
ham,"Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham,"Having some trouble with your Netflix payment. We'll try again, but you may want to update your payment: netflix.com/payment"
ham,"Get more out of your Globe Rewards points! Enjoy 1GB data for surfing, valid for 1 day with your 10 points. Redeem SURF1GB in the Globe Rewards App at glbe.co/NewGlobeONE. Data charges may apply. REF# DGRP4"
ham,Hi! We're happy to inform you that our system activity has been completed. You may now register to your favorite promos again. Take care!
ham,Unli Allnet Calls Exp: 15Jul2022 02:35AM
ham,Double up the power of your GigaPoints for chances to win MILLIONS in cash prizes WEEKLY! Join GIGA MANIA with a tap on the GigaLife App! smrt.ph/GigaLifeApp
ham,"mommy di ko na po kayo naabutan makauwi, paluwas na po ako. nasa bus na po ako"
ham,kakain lang po kami ni stephen tapos uuwi na po ako
ham,Wag mo daw kalimutan damit mo AHAHA XD tas text mo daw if papasundo ka sa town 0.0
ham,"Wohoo, lucky you! You get FREE unli texts to all networks and unli calls to GP/TM, valid for 1 day when you load at least P65 before 10/28/2022. Share- A-Load not included. REF#: FGTU2"
ham,Punta ka ba sm? 0.0
spam,Political endorsement about sara duterte running for VP and bibe em unity
ham,"You have earned 1.8 point/s. Your total rewards point/s as of today is 10.8.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Check the New GlobeOne App at https://glbe.co/NewGlobeONE to know the list of items you can redeem using your points."
ham,Enlooooii
ham,Always MORE in the GigaLife App! Earn up to 5x MORE GigaPoints when you buy promos in the app. Earn MORE points to redeem FREE promos. smrt.ph/GigaLifeApp
ham,Walang taxi ><
ham,Okayyy.
ham,Earn GigaPoints to get FREE GIGA promos on the GigaLife App. Earn up to 10% GigaPoints when you load or up to 5% GigaPoints when you subscribe to GIGA promos on GigaLife smrt.ph/GigaLifeApp See what you can do on GigaLife: bit.ly/gigalfeapp
ham,"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 07/27/2021. If you've already claimed your freebie, please disregard this message. REF#: DGR1"
ham,huy nakakahiya 🙈
spam,"Mainit na paalala, mayroon kang hindi na-claim na halagang 600p sa iyong account?Google play or APP store search for mybitglobal to download apps"
ham,andito na po ako
ham,Let's go na
ham,"You have sent PHP 300.00 of GCash to JHON JOSEPH MALLILLIN 09462066258 on 01-30-2021 05:24
 PM. Your new balance is PHP 5955.49. Ref. No. 5000843091234"
ham,GigaDays is here! Redeem promos at 50% OFF every 19th-22nd on smrt.ph/GigaLifeApp Need more Points? Get 5X more when you load / subscribe P99 & up on GigaLife.
ham,Want the hottest deals? Check out HOT DEALS with EXTRA freebies while they're hot! Tap HOT DEALS on smrt.ph/GigaLifeApp or dial *123# NOW!
ham,"Can't have too much of a good thing! Get FREE 2GB, valid for 2 days when you register to any promo worth at least P50, like Go50. Text GO50 or your chosen promo keyword to 8080 until 11/19/2021. REF#: FGGRW68"
ham,"Your payment of P720.64 to VALVE CORPORATION has been successfully processed on 12-24-21 05:19:55 PM.
 Ref. No. 380247405"
spam,"I am a hiring manager of Amazon (Philippine branch), hiring part-time workers who can work from home, with a daily salary of 6000P:https://bit.ly/389bao"
ham,I received your booking
ham,"Your package P6402UU37VAB is out for delivery. Please prepare COD payment of 226.83 PHP, your rider is 09651695660. THANK YOU!"
ham,"There's still time to get your FREE unli texts to all networks and unli calls to GP/TM, valid for 1 day when you load at least P65 before 11/06/2022. Share- A-Load not included. If you've already claimed your freebie, please disregard this message. REF#: FGTU2"
ham,"You have been successfully loaded GO50 P50.00. Trace No: 1057381121
 06/16/2022 07:43PM. More Globe/TM txt promos? INFO to 8080 4 free"
ham,"Hi! Your exclusive Data freebie has expired. Regular browsing rates will now apply unless registered to a surf promo. To know more about browsing rates and GoSURF, dial *143# and choose Surf Promos."
ham,Wen. May slice
